,blockF,blockT,Trips_median,Trips_mean,Trips_sum,dist,x_f,y_f,x_t,y_t,placeF,placeT,Lat_from,Lon_from,Lat_to,Lon_to,network_node_id_ori,network_node_id_dest,driving_dist,driving_time,Walk_to_start_time,Walk_from_end_time,In_vehicle_time
1764,44,56.0,1.0,1.1428571428571428,16,1373.7274130840833,621863.3372612176,4399915.674493928,620929.1852814542,4401047.1039727535,Paradise,Paradise,39.74043426317319,-121.5777527176514,39.75075861511351,-121.58844394661268,86606054.0,10929172581.0,2851.323,3.608333333333333,34.35491851111839,19.726145998823977,
1765,44,57.0,1.0,1.0,4,7143.847798234003,621879.3055137417,4400168.940967421,615145.747554832,4398276.105554277,Paradise,Butte Creek Canyon,39.74271325811054,-121.57751949616507,39.7265994484167,-121.65641855568086,86616651.0,86483530.0,10226.492,11.578333333333335,33.29182548872543,29.06021054492651,
1766,44,60.0,1.0,1.3333333333333333,4,12543.892831620193,622266.8828888512,4399447.006419698,622468.996940464,4411989.486220269,Paradise,Magalia,39.73615498591556,-121.5731314468584,39.849100000933284,-121.56843299997423,86494028.0,86475458.0,13332.688000000004,13.831666666666672,41.23985489177484,31.972971462121723,
1767,44,61.0,1.5,1.5,3,11722.17595124103,622123.2857351636,4398843.270569561,619975.2658029539,4410362.490642884,Paradise,Magalia,39.730737464110064,-121.57491876275976,39.834801116687366,-121.59787261484466,86471091.0,86432416.0,12853.317,14.370000000000003,43.99777560679834,1.025241794130908,
1768,44,62.0,1.0,1.3333333333333333,12,11905.095112257965,621874.9958232332,4399375.108811183,620674.3034944448,4411219.501052387,Paradise,Magalia,39.73556348949305,-121.57771679963474,39.842421471516325,-121.58954748460486,86461393.0,86436939.0,14343.045999999998,16.536666666666672,37.792477173253964,8.766790484489496,
1769,44,64.0,1.0,1.0,2,8047.451366679128,621810.4143621058,4400726.573571141,620817.342432482,4408712.516321826,Paradise,Magalia,39.74774593785406,-121.57822005627992,39.819819910838575,-121.58833849622992,86509582.0,86597727.0,10669.660999999996,11.49666666666667,30.636921357322986,3.5781086877482124,
1770,44,65.0,1.0,1.0,1,6742.693726774428,621363.2038109686,4400129.864790108,620859.3866930085,4406853.709449582,Paradise,Magalia,39.74243492984815,-121.58354850654253,39.80307100092589,-121.58818999997497,86497217.0,86518494.0,7790.321,9.673333333333334,27.901273186886844,7.591580353556747,
1771,44,67.0,1.5,1.5,3,10843.505742750294,621896.2354084814,4400210.985619424,620093.5052220318,4410903.398165702,Paradise,Magalia,39.743089550726786,-121.57731417135395,39.839656551541665,-121.59639196701305,86616651.0,86432437.0,12243.263999999997,13.800000000000002,33.29728481010134,1.2741376451644233,
1772,44,68.0,1.0,1.0,2,7438.542504545843,621810.4155522283,4400726.802630533,619185.4155607177,4407686.780298092,Paradise,Magalia,39.74774800091705,-121.57821999997492,39.81081107498827,-121.60758750300644,86509582.0,86436323.0,11778.675999999996,13.115000000000007,30.636428799400434,17.586306327330586,
1773,44,69.0,1.0,1.0,2,12245.547685532158,621714.6573932634,4399859.062349042,618616.3100884903,4411699.9104806855,Paradise,Magalia,39.739945577409074,-121.5794979057425,39.8470386379333,-121.61350776113181,86616213.0,86520427.0,15616.075,17.828333333333337,33.10595427384006,10.27850880511264,
1774,44,74.0,2.0,5.555555555555555,150,1114.115089823792,621908.7865238201,4400144.76037332,622557.8597427772,4398760.671112393,Paradise,Paradise,39.742491236959985,-121.57717999681836,39.72993110261111,-121.56986449079469,86616651.0,6716326021.0,2289.78,2.651666666666667,33.72419439960127,48.66263053751113,
1775,44,76.0,1.0,1.1333333333333333,17,5747.858554530251,621810.4155522283,4400006.040996536,616119.8750969828,4400633.579298805,Paradise,Butte Creek Canyon,39.74125579757848,-121.57835345091235,39.74770274266498,-121.64463894564896,86606038.0,86507971.0,7979.247,9.556666666666667,33.31800186386059,1.6966873993497316,19.9
1776,46,1.0,13.0,14.64102564102564,571,19141.98186307862,619914.7757975016,4400653.71891124,600807.061417457,4398488.205024692,Paradise,Chico,39.747358570553295,-121.60035310765932,39.73032576276992,-121.8236619252365,86586150.0,86370517.0,23650.825999999986,20.090000000000003,10.023554082904617,2.7650250804029266,
1777,46,2.0,1.0,1.1666666666666667,14,26032.107922781062,619649.0760003262,4399860.00970968,624128.9457872056,4374461.514020858,Paradise,Oroville,39.740246567728775,-121.60359783719984,39.51082875421289,-121.55609323078237,8476179663.0,86370046.0,35149.999999999985,25.795,16.6147625684829,2.418276042343096,
1778,46,4.0,1.0,1.0,2,36625.09800738254,619918.7163808226,4400422.940313122,611999.1646407428,4364667.781082213,Paradise,Biggs,39.74527927698365,-121.60034919569175,39.42427054983716,-121.69879908556966,6775720453.0,86462415.0,50532.468000000015,35.87333333333334,12.033165831083693,18.55571772783746,
1779,46,5.0,1.0,1.0,7,42792.71141854352,619407.9361194234,4399550.675717764,611880.0896084977,4358105.672138425,Paradise,Gridley,39.73749404583245,-121.60646748103736,39.365171763324696,-121.70127883365278,86589962.0,86544143.0,51928.026999999995,33.51333333333332,19.763214882897508,2.4932931791499255,
1780,46,7.0,1.0,1.0,4,16375.27035527617,620459.2322573424,4400672.098746937,634458.4995426962,4390140.9053470325,Paradise,Berry Creek,39.74744733566811,-121.5939966346755,39.650500189607676,-121.4327987692532,86551599.0,86562544.0,61195.76900000002,51.19833333333333,15.41567005271499,161.28858468376075,
1781,46,10.0,1.0,1.1875,19,11465.547679794005,619802.6379496414,4400695.207236681,616603.3871106254,4389228.012415694,Paradise,Butte Valley,39.74774804982265,-121.60165405900608,39.64489842711092,-121.64101351022728,86498533.0,86469880.0,14788.439999999997,10.865,8.705854412586643,133.8230878526662,19.45
1782,46,11.0,1.0,1.0,2,9878.56096178291,619387.1509385146,4400250.20229251,624450.5410492099,4391773.170741603,Paradise,Cherokee,39.743797968372554,-121.60658306514156,39.66671792431363,-121.54910403140741,5375953884.0,86486285.0,22849.979000000003,18.123333333333328,11.435543463408328,128.1570143577143,
1783,46,13.0,10.5,11.36842105263158,432,26986.877504651,619914.7757975016,4399249.572107674,599965.1367642352,4417423.824771632,Paradise,Cohasset,39.734710700914995,-121.60060899997566,39.90100100094174,-121.83059699998066,10173453744.0,8447565685.0,48340.08199999998,40.09333333333333,24.497536678637246,125.46485736782166,
1784,46,14.0,1.0,1.0,3,10724.244276773506,619450.9011582064,4400269.57423578,629564.4543365256,4403836.850145661,Paradise,Concow,39.74396352884191,-121.6058356998645,39.774616617180904,-121.48713009596517,5375953884.0,86611492.0,29256.919,33.03833333333334,11.320564171124873,102.31847697527316,
1785,46,15.0,2.0,1.625,26,15714.671867279843,619957.3785337594,4401043.767641707,609336.1427566442,4389443.490702506,Paradise,Durham,39.750865937196856,-121.59978485104978,39.64779946649864,-121.72565564844,86509350.0,86498629.0,21317.915,15.650000000000002,8.314658392809942,75.97888962406856,
1786,46,18.0,1.0,1.0,2,45646.81662919003,619458.4567470474,4398721.499689043,621514.0255953262,4353124.5808107145,Paradise,Honcut,39.730018127345524,-121.60602853154145,39.31900001268993,-121.59037883032178,5375953903.0,86463823.0,49364.356000000014,31.281666666666677,29.66836310936484,84.39057818025074,
1787,46,19.0,1.0,1.0,1,27567.153226357004,620477.1510432967,4400990.908499014,632163.5534356396,4376023.410904547,Paradise,Kelly Ridge,39.750316473064366,-121.59372915009006,39.52369906615848,-121.46235254262649,86520804.0,86465437.0,41757.05500000001,32.1,14.491389355511922,11.571225954077347,
1788,46,21.0,1.0,1.0,1,40036.43132970673,619466.9118336065,4400290.332581561,583890.7638937517,4418654.79640112,Paradise,Nord,39.74414826598828,-121.60564511479161,39.91383400094386,-122.01844999998423,5375953884.0,86513373.0,45607.638999999996,33.660000000000004,11.11462025081292,201.09843375296197,
1789,46,22.0,1.0,1.2857142857142858,9,30923.099775084625,619599.9513603516,4400653.71891124,628163.1964788106,4371746.571790112,Paradise,Oroville East,39.74740281519813,-121.60402671532823,39.48578160567741,-121.5097026583916,86538252.0,86400760.0,35492.443999999996,25.833333333333325,7.595267652516822,22.09429965333211,
1790,46,23.0,1.0,1.3333333333333333,8,37302.96574581677,620249.2768006981,4400691.386138491,627188.6861628413,4364484.8815822825,Paradise,Palermo,39.74765072032437,-121.59644302210823,39.42051552343808,-121.5224144594567,86614848.0,86382679.0,45581.82399999999,34.518333333333345,13.072542959798257,35.63573144858164,
1791,46,24.0,4.0,5.653846153846154,147,36733.03271038216,619958.692430439,4401043.364675768,637890.629074504,4368984.647603882,Paradise,Rackerby,39.7508621224996,-121.5997695922607,39.4594002008717,-121.39720199996935,86509350.0,86453777.0,54264.903000000006,44.510000000000005,8.330949787787889,90.0661291099171,
1792,46,29.0,1.0,1.3333333333333333,4,28023.42001393085,619559.0230011661,4400653.476221486,620943.1395937185,4373035.196266964,Paradise,Thermalito,39.747406372599436,-121.60450434282797,39.498435000877876,-121.59339999997634,86538252.0,86485831.0,31873.29499999999,21.645,7.363300149530452,17.328415119280105,
1793,46,30.0,1.0,1.0,4,10991.293911464052,619506.4454009403,4400358.352874747,627549.0834093869,4392866.723164645,Paradise,Yankee Hill,39.74475541772208,-121.60517147246385,39.676111000905664,-121.51277999997305,86538252.0,86538721.0,26323.356000000003,23.09333333333333,10.435270545470814,139.78827547067536,
1794,46,32.0,2.0,2.8,84,1371.450042963617,619857.2652379294,4400839.258288553,619716.5729497985,4402093.431488112,Paradise,Paradise,39.749037908154655,-121.60099037474637,39.76035465043955,-121.60240377810017,86614938.0,86435616.0,1415.635,1.83,8.154145482337206,3.2920851029932146,2.283333333333333
1795,46,33.0,2.0,2.7,81,963.321757345801,619918.6938071114,4400781.743896876,619695.926527831,4401465.515920258,Paradise,Paradise,39.74851120436383,-121.60028404931069,39.75470160566256,-121.60275905814431,86586142.0,86435633.0,1277.3210000000001,1.6416666666666666,9.138845040546906,5.892324722385358,
1796,46,34.0,6.0,14.25,513,2124.9284910020865,619802.6396271674,4400695.207236681,619053.9739834388,4402683.880373668,Paradise,Paradise,39.74774804958679,-121.60165403943137,39.765766000919946,-121.61002999997581,86498533.0,86438489.0,3018.003,3.7233333333333336,8.705868736155107,4.118655984188936,
1797,46,35.0,1.0,1.3333333333333333,20,2551.30284732512,620237.4158691566,4400925.9697048245,618368.2196675732,4402645.678284952,Paradise,Paradise,39.74976540202647,-121.5965385425354,39.76551748858714,-121.61804095000014,86614848.0,5381277819.0,4145.213,5.113333333333333,11.88933283065687,1.1277014180702492,13.35
1798,46,36.0,1.0,1.1724137931034482,34,2913.839144401727,619977.8890877848,4400520.824891564,617664.0801791472,4402316.156297425,Paradise,Paradise,39.74615264388208,-121.59964089374586,39.76264687673932,-121.62631860166732,86586150.0,86455882.0,4179.992,5.163333333333333,11.648112777161163,3.995594005283594,14.583333333333334
1799,46,37.0,2.0,2.28125,73,1481.2038206550772,619869.7421969638,4400772.951106301,618911.627571983,4401592.960038156,Paradise,Paradise,39.7484388909566,-121.60085686477869,39.75595939747749,-121.61188879502122,86498533.0,86571626.0,2491.073,3.033333333333333,8.720090225440686,5.020904740224604,
1800,46,38.0,11.0,10.384615384615383,405,596.6095865892922,619463.407784251,4400689.265759351,618985.4745376343,4400646.775046519,Paradise,Paradise,39.74774215757221,-121.60561355490593,39.747426290298044,-121.61119817115346,86538252.0,86473513.0,1242.661,1.5550000000000002,6.5158729742877926,6.6044972451951,
1801,46,39.0,1.0,1.375,11,2461.115292104306,619549.1623594175,4400415.291748634,617077.1447249608,4400616.072961286,Paradise,Paradise,39.74526230462001,-121.60466269032497,39.74741406638801,-121.63347170661963,86538252.0,86416948.0,3389.149,4.255,9.935806707989595,4.201713526269873,
1802,46,40.0,11.0,13.972972972972974,517,1815.1789695422283,619649.0818542849,4400695.200550231,620961.3383259426,4399718.69374331,Paradise,Paradise,39.74776956459888,-121.60344587798969,39.73878845039047,-121.5883129926443,86506434.0,86426563.0,3005.7189999999996,3.6383333333333328,7.502689101390389,26.72236361644544,
1803,46,41.0,2.0,1.7058823529411764,29,6282.152089101266,619802.6362721155,4400695.34928175,621276.7303114838,4406803.227618094,Paradise,Paradise,39.74774932953036,-121.60165405271,39.802556882702405,-121.58332556487036,86498533.0,86502742.0,8546.728000000001,9.871666666666668,8.704662497160436,6.523941132697075,
1804,46,42.0,1.0,1.0,6,4578.7592900127165,619802.6249380705,4400843.110354683,622204.9760246759,4404735.593421311,Paradise,Paradise,39.749080289771896,-121.60162727219323,39.78380016182696,-121.57287057011513,86506434.0,86463733.0,6756.327,7.721666666666667,7.586161037918529,15.053387377995342,
1805,46,43.0,1.0,1.1538461538461535,15,3521.47446962191,619363.24989715,4399762.029270046,616877.4895844321,4401815.256513584,Paradise,Paradise,39.73940408009359,-121.60695050480847,39.758243273375726,-121.63558833484595,86589962.0,86630348.0,5854.284,6.891666666666666,17.21168169658571,9.1460885832915,17.95
1806,46,44.0,8.5,12.947368421052632,492,2008.0245103501863,619802.6396271674,4400695.207236681,621810.4155522283,4400726.802630533,Paradise,Paradise,39.74774804958679,-121.60165403943137,39.74774800091705,-121.57821999997492,86498533.0,86509582.0,2065.134,2.4666666666666663,8.705868736155107,30.636428799400434,
1807,46,47.0,1.5,1.5,21,3077.6616537589407,619414.8008792661,4400863.413226742,622354.2477757162,4402255.080864066,Paradise,Paradise,39.74931760783378,-121.60614912437562,39.76143586974127,-121.57158983140732,86499346.0,86462892.0,5536.075999999999,6.053333333333333,4.370062013586062,28.407028743194495,5.7
1808,46,48.0,1.0,1.1666666666666667,7,2779.826633484889,619309.5056477049,4401084.788622138,618750.8609181577,4403504.888498455,Paradise,Paradise,39.75132640219946,-121.60733766646602,39.77320356846756,-121.61341952702247,86430211.0,86435206.0,3073.4040000000005,3.818333333333333,1.461992129944587,3.7520116238440484,
1809,46,49.0,1.0,1.4666666666666666,22,4040.783117506658,619802.6362721155,4400695.258267269,620311.8784226731,4404703.835052537,Paradise,Paradise,39.747748509716835,-121.60165406928657,39.78378383341175,-121.59497798304032,86498533.0,86479365.0,5235.277,6.375,8.705417012117172,7.4805921000538085,
1810,46,50.0,1.0,1.1428571428571428,16,2868.898864605026,619932.3264492704,4400884.09707453,619768.3221669131,4403524.078980571,Paradise,Paradise,39.74943123180156,-121.60010630794895,39.77323389943391,-121.60153907780337,86454591.0,86591246.0,3780.6350000000007,4.476666666666667,8.674726158263036,5.304379383135152,
1811,46,51.0,1.0,1.2,6,3213.901162748168,619342.1793673655,4401110.719355993,617453.9408159852,4403711.433845704,Paradise,Paradise,39.751555397851334,-121.60695167694426,39.77524395168655,-121.62852182722148,86430211.0,86640757.0,4635.022000000001,5.931666666666664,1.35083904627785,17.24514566038904,13.35
1812,46,52.0,1.0,1.173913043478261,27,3134.422616091381,619337.4477515081,4400837.437612919,620760.1190708161,4403779.670061502,Paradise,Paradise,39.74909446900673,-121.60705647867702,39.77539601381988,-121.58991477785875,86430197.0,86556927.0,3884.6810000000005,4.381666666666667,4.416976626196383,2.4356752026513453,6.866666666666666
1813,46,53.0,1.0,1.0,8,3987.747278797536,619972.2600821082,4400921.881488528,621212.8021659909,4404726.47814098,Paradise,Paradise,39.74976595303767,-121.59963342694284,39.78385994882093,-121.5844556774054,86454591.0,86560595.0,5375.492000000001,6.138333333333333,8.924800858390428,3.341259421190555,
1814,46,54.0,1.0,1.2,6,1904.9318644593927,619870.4034090627,4400746.172424972,621353.733152671,4401010.831741562,Paradise,Paradise,39.748197588903786,-121.60085402927261,39.750371534022904,-121.58349649108716,86498533.0,86480904.0,2045.55,2.533333333333333,8.917762570499585,24.78724999175234,
1815,46,55.0,2.0,2.0,26,2380.3610440610782,619802.625094108,4400695.207236681,621061.7355790865,4402715.305101773,Paradise,Paradise,39.74774805163003,-121.60165420901485,39.765766000919946,-121.58658999997509,86498533.0,86441235.0,4169.284999999999,5.050000000000001,8.705744646224048,12.7503289581768,5.066666666666666
1816,46,56.0,2.0,1.75,49,689.9504030114695,619840.8439926971,4400956.394993771,620477.1827732158,4401299.6360779125,Paradise,Paradise,39.750095326929085,-121.6011606516855,39.753097322844106,-121.59367222325764,86499021.0,86467113.0,1071.4589999999998,1.2399999999999998,7.326281121038507,14.31626883944747,
1817,46,57.0,1.0,3.5454545454545454,78,3836.6899956735833,619361.773794113,4400837.437612919,616941.4282015901,4398158.660801371,Paradise,Butte Creek Canyon,39.74909106171678,-121.60677261656842,39.72529718885775,-121.63549200742143,86430197.0,86520770.0,4369.214999999999,5.876666666666667,4.473985853149771,27.708441270705407,19.45
1818,46,60.0,1.0,1.25,15,11930.532729066532,619802.6379496414,4400695.207236681,620127.2070553224,4412653.68874253,Paradise,Magalia,39.74774804982265,-121.60165405900608,39.85541722818494,-121.59567694214716,86498533.0,86428978.0,14508.401999999996,16.943333333333335,8.705854412586643,11.686756879616103,
1819,46,61.0,1.0,1.0,14,7908.210986922627,619353.8703439069,4401114.157278321,619447.9730863714,4409021.808363665,Paradise,Magalia,39.75158472735913,-121.60681462542925,39.8227993737152,-121.60427769951332,86430211.0,86448332.0,11495.507999999998,12.70166666666667,1.4052594460379864,10.736232301741198,
1820,46,62.0,1.0,1.125,9,10509.259739472447,619361.773794113,4400837.437612919,620723.7469590515,4411283.850987865,Paradise,Magalia,39.74909106171678,-121.60677261656842,39.84299406451045,-121.5889578834835,86430197.0,86436939.0,12983.772999999997,14.710000000000003,4.473985853149771,9.60768757738961,
1821,46,64.0,1.0,1.0833333333333333,13,7776.787753839855,619301.9828584827,4400920.230514085,620427.6162351184,4408573.5455604885,Paradise,Magalia,39.74984519445567,-121.60745530336371,39.81862345884876,-121.59291639802181,86430197.0,86432291.0,9977.810999999998,10.641666666666667,3.3828264704221076,1.4311743380719817,
1822,46,65.0,1.0,1.0,4,8002.55140127505,619578.5890637273,4399853.707048403,620206.5338103324,4407781.457963831,Paradise,Magalia,39.740199688027865,-121.60442139286211,39.81152012044053,-121.5956440444019,86517043.0,86464442.0,10930.487000000003,11.60666666666667,16.484440364099324,6.170122189162718,
1823,46,67.0,1.0,1.0,11,11136.03256304351,619802.6362721155,4400695.34928175,620013.3778851199,4411601.821328541,Paradise,Magalia,39.74774932953036,-121.60165405271,39.845958813008245,-121.59720016664363,86498533.0,86426698.0,13108.398999999998,15.061666666666667,8.704662497160436,3.3377943248056,
1824,46,68.0,1.0,1.0,10,6592.114692673595,619802.623573879,4400695.207236681,619561.1827181618,4407100.900050886,Paradise,Magalia,39.74774805184378,-121.6016542267541,39.80548104847678,-121.60330555177276,86498533.0,86585129.0,11827.996999999998,13.510000000000003,8.705731665900649,17.309144553698427,
1825,46,69.0,1.0,1.0,4,10165.913668849924,619871.7579727862,4400842.114314039,617991.360522934,4410810.226922687,Paradise,Magalia,39.74906159509359,-121.60082073818441,39.839111942941614,-121.62097107636,86614938.0,86488863.0,16250.405999999997,18.470000000000002,8.282725892744034,21.954228491584274,
1826,46,74.0,1.0,1.2727272727272727,14,3379.579231518155,619802.6102286435,4400695.256915208,622557.9765852714,4398743.505342603,Paradise,Paradise,39.74774850119965,-121.60165437342913,39.729776466680654,-121.5698663232039,86498533.0,6716326021.0,5536.979,6.291666666666668,8.705205841522169,48.786537797856774,
1827,46,76.0,2.0,2.6666666666666665,72,4015.835329855114,619802.6396271674,4400695.320969333,616439.2636517552,4400633.118915535,Paradise,Paradise,39.74774907403438,-121.6016540187171,39.74765501237034,-121.64091208211849,86498533.0,86502715.0,4629.5779999999995,5.7316666666666665,8.704925851367433,2.569727759962988,19.45
1828,47,1.0,9.0,9.289473684210526,353,23109.130575368043,622242.0743590044,4402163.299836927,599393.6184264412,4400500.333260498,Paradise,Chico,39.760625270648596,-121.57291607205165,39.7486176770621,-121.83984854975505,86462881.0,86419882.0,29429.834999999995,24.76666666666667,27.896279398891476,3.8092569892129693,
1829,47,2.0,2.0,2.090909090909091,46,28058.588263773643,622277.5554432636,4401835.955979156,624097.6253213035,4374751.496724811,Paradise,Oroville,39.75767166864134,-121.57256286356883,39.513445354072886,-121.55640338295305,654969285.0,86427863.0,32498.588999999996,22.455000000000002,30.576313877011287,1.273533014273624,
1830,47,5.0,1.0,1.0,2,45005.731625296685,622456.9916886131,4401816.907063386,612210.415430418,4357997.736522052,Paradise,Gridley,39.757474311704286,-121.57047233138314,39.364156578018516,-121.69746335220687,86599239.0,86453095.0,54707.435000000005,38.0,32.4153131049432,2.13879221168728,
1831,47,7.0,1.0,1.0,1,20061.057336321443,622078.3319714533,4402511.07123417,642136.4058940586,4402857.036501899,Paradise,Berry Creek,39.763781264159206,-121.57476249454241,39.76378600091944,-121.34059999996526,86500449.0,86411915.0,85731.54500000003,78.00833333333334,24.030295704619352,249.05155657795683,
1832,47,10.0,1.0,1.5555555555555556,28,13308.64059702701,622315.5476198582,4401799.660524108,622282.4759904373,4389181.23391518,Paradise,Butte Valley,39.75733928732918,-121.57212623455189,39.64368392110162,-121.57485243868713,654969285.0,86389217.0,16884.341,14.56,31.192954108765438,144.24526346955324,
1833,47,11.0,1.0,1.0,3,11757.917276846649,622366.3008643573,4401821.498746643,623354.7530857,4390105.20321882,Paradise,Cherokee,39.75752870323829,-121.57152986566,39.65185260090187,-121.56218679997481,86641328.0,86499882.0,12712.884999999998,9.896666666666668,31.543715088632652,140.93480951799498,
1834,47,14.0,3.0,3.6206896551724137,105,1110.3676705793152,622349.8345678635,4401833.415449763,623069.5864652504,4402747.255611057,Paradise,Concow,39.75763840667016,-121.57171981479758,39.765765988554094,-121.56314900127099,86641328.0,86475702.0,1482.07,1.795,31.302417056926963,32.10000262957382,
1835,47,15.0,1.0,1.0,3,22694.568443343866,622035.6103753714,4402742.183619098,604429.1683690479,4388420.602543686,Paradise,Durham,39.76586910338717,-121.5752182009239,39.63919830089998,-121.78299699998054,86500462.0,86473902.0,27204.268000000004,25.99333333333333,21.933012652048824,19.712710795962927,
1836,47,19.0,1.0,1.25,5,26980.30494776217,622347.4066803165,4401737.652372537,631849.2672952903,4376502.263098907,Paradise,Kelly Ridge,39.75677618139688,-121.5717659692701,39.52806053609314,-121.46591292614596,86641328.0,86552398.0,41999.79000000001,32.25333333333333,31.925092790118715,4.858455305943939,
1837,47,22.0,1.0,1.2608695652173914,29,31263.037503297663,622366.3008643573,4402066.540877637,631591.0398333875,4372017.17555666,Paradise,Oroville East,39.759735888926784,-121.5714842563093,39.48770140633808,-121.46980299985253,86605300.0,86387181.0,42673.38800000003,34.336666666666666,29.767142925802492,22.903721144741535,
1838,47,23.0,1.0,1.0,7,35907.848912997055,622526.2545611818,4401736.489446629,622607.0236139572,4365828.731372381,Paradise,Palermo,39.75674000091848,-121.5696789999746,39.43328462122981,-121.57537866419742,86599235.0,86486891.0,40088.18500000001,27.34833333333334,33.65681166404705,1.8448084955994644,
1839,47,24.0,1.0,1.0,4,36727.10341004985,622340.6075764466,4402257.06644704,637890.8094352321,4368984.203442168,Paradise,Rackerby,39.76145571399954,-121.5717486561932,39.459396171368844,-121.39719999605805,86462892.0,86453777.0,55597.20600000001,45.90166666666667,28.25680975522896,90.0711885718395,
1840,47,29.0,1.0,1.6875,27,30048.36332420956,622451.9737109615,4402416.415980545,613786.866932095,4373666.619610336,Paradise,Thermalito,39.76287502916088,-121.57041922019206,39.50510000001511,-121.67649992410516,86614472.0,86493137.0,40303.005000000005,28.73666666666667,28.217097407953496,82.81755048188005,
1841,47,30.0,1.0,1.0,2,8183.964645376218,622308.6594999522,4402190.684861556,626280.0152821465,4395035.613538632,Paradise,Yankee Hill,39.760862378857524,-121.5721338725923,39.69583540065588,-121.5271576000722,86462892.0,5221989996.0,22210.319000000003,16.75166666666667,28.365363762729753,111.04665485225728,
1842,47,32.0,2.0,3.121212121212121,103,2399.6708769877705,622200.3483313369,4402155.185550507,619697.8536543713,4402168.97345164,Paradise,Paradise,39.760558169700374,-121.5734045582218,39.76103772478149,-121.60260849450468,86462881.0,86435611.0,4184.9220000000005,4.8616666666666655,27.548514766367294,2.8101972650491147,
1843,47,33.0,1.0,1.2222222222222223,11,2758.1693660099227,622398.7377828455,4401759.419865998,619488.0385509821,4401608.017710624,Paradise,Paradise,39.75696487542876,-121.57116287379296,39.756014374958106,-121.60515921441636,86641328.0,86416075.0,4960.2260000000015,5.371666666666669,32.27998564835672,2.9599713836165393,
1844,47,34.0,2.0,1.96875,63,3462.0745558868653,622319.6797409449,4401802.947535949,618936.7611482167,4402770.763524199,Paradise,Paradise,39.757368301343924,-121.57207740001164,39.766564980838254,-121.61138237185077,86641328.0,86575614.0,4979.216000000002,5.879999999999999,31.21142045194387,2.435793537693063,
1845,47,35.0,1.0,1.5,15,3832.464068648821,622364.6657781634,4402042.934058802,618467.876222216,4402758.923138246,Paradise,Paradise,39.75952348845547,-121.57150773294198,39.76652368795173,-121.61685735584372,86605300.0,86510310.0,5293.142000000001,6.381666666666665,29.914692459769988,1.0749262959014636,7.65
1846,47,36.0,1.0,1.25,5,4837.501987650288,622354.6641587417,4401702.941344113,617704.0065143846,4402477.506725821,Paradise,Paradise,39.75646248373228,-121.57168773262906,39.76409473571735,-121.62582370891329,86500413.0,86451515.0,6275.559999999999,7.5349999999999975,32.23474020621394,4.374670421301255,9.516666666666667
1847,47,37.0,2.0,2.1,42,3335.71661356208,622329.7868306923,4401805.880840423,619135.8449264617,4401486.533414553,Paradise,Paradise,39.75739327133983,-121.57195890163639,39.75496942972556,-121.60929140859328,86641328.0,86465411.0,5240.259000000001,5.755000000000003,31.2911416972129,3.736099877677419,
1848,47,38.0,2.0,2.5384615384615383,66,3839.433311152316,622221.1924199646,4402581.348654024,618854.5825777731,4401035.756539659,Paradise,Paradise,39.76439378879904,-121.57308204815132,39.75094832583331,-121.61265523409347,86417019.0,5383262895.0,5787.907000000002,6.635000000000002,24.855063709102623,1.7312471683270452,
1849,47,39.0,1.0,1.0,4,5791.745477671035,622449.9414417136,4401648.5228482615,616758.869106708,4400415.832842207,Paradise,Paradise,39.755958626003434,-121.57058596937436,39.745654044312694,-121.63722118160018,86599235.0,86575683.0,8580.601,10.050000000000002,33.53306423158269,1.2874883173872007,
1850,47,40.0,1.0,1.375,22,2932.4215651204768,622231.9956154241,4402643.854337396,620916.6233798097,4400022.907873068,Paradise,Paradise,39.76495525004189,-121.57294433409926,39.74153499378989,-121.58877879159286,86417019.0,86426575.0,4743.789,5.338333333333335,24.47371545998207,24.038301472382322,
1851,47,41.0,1.0,1.8,27,3376.2020315569853,622231.9956154241,4402643.854337396,621718.2107589662,4405973.966958624,Paradise,Paradise,39.76495525004189,-121.57294433409926,39.79502438473272,-121.57832381450324,86417019.0,86610406.0,3826.4390000000003,4.183333333333334,24.47371545998207,7.877086226661755,
1852,47,42.0,3.0,4.666666666666667,140,771.9601964991422,621885.1434309422,4402584.764937659,622189.0207387465,4403293.261122496,Paradise,Paradise,39.76447272215718,-121.5770036066005,39.77081086122067,-121.57332516454748,86466046.0,86596099.0,1395.721,1.6649999999999998,21.604158626726228,19.791024811018257,
1853,47,43.0,1.0,3.1538461538461537,41,6039.686890442653,622586.3101783207,4402315.691207868,616568.9232041729,4401987.62007046,Paradise,Paradise,39.76194844013482,-121.5688701375239,39.75983814365842,-121.63915897608605,6067313620.0,86553925.0,8494.825,10.726666666666665,30.2114638966637,13.302124618668586,11.083333333333334
1854,47,44.0,1.0,2.1904761904761907,46,1200.764943123268,622349.8345678635,4401737.652372537,621870.5933306996,4400271.329860957,Paradise,Paradise,39.75677583269091,-121.5717376353804,39.74363676372975,-121.57760218283119,86641328.0,86616653.0,1970.271,2.2,31.94870398690562,32.76176539897111,
1855,47,46.0,1.5,1.5714285714285714,22,3143.7228543803712,622285.7869331506,4402197.080689106,619422.3380409919,4400592.573894193,Paradise,Paradise,39.76092327262909,-121.57239962565576,39.746876960021666,-121.60611034506695,86462881.0,86538252.0,5971.916000000001,6.395000000000001,28.0969842861053,7.4812962777632634,
