,blockF,blockT,Trips_median,Trips_mean,Trips_sum,dist,x_f,y_f,x_t,y_t,placeF,placeT
105,2,52.0,1.0,1.894736842105263,36,29640.948618180402,623604.4600628281,4373988.742516053,620718.5263459936,4403646.885316227,Oroville,Paradise
106,2,53.0,1.0,1.0,6,30387.851391183314,623511.6931073396,4374572.110191501,621465.9615942158,4404474.111953838,Oroville,Paradise
107,2,54.0,1.0,1.2105263157894737,23,27967.00413881832,625425.2603929074,4373366.823280236,621353.733152671,4401010.831741562,Oroville,Paradise
108,2,55.0,1.5,3.0,54,28088.757312750076,624097.6253213035,4374791.0903018415,621061.7539172631,4402715.305101773,Oroville,Paradise
109,2,56.0,1.0,1.125,9,25661.104162299143,623114.110489255,4375595.370917264,620662.6124158838,4401231.831208745,Oroville,Paradise
110,2,57.0,3.0,4.290322580645161,133,26059.360867201467,622978.8428793964,4373771.856674669,613004.0853692857,4397080.368252503,Oroville,Paradise
111,2,60.0,1.0,1.0,4,40628.18740473605,623084.9275143547,4372455.260181906,620596.201163066,4412752.379285904,Oroville,Magalia
112,2,61.0,1.0,1.7,34,35444.93310305115,624469.9515786351,4374218.584527832,619501.2516635667,4409275.947185891,Oroville,Magalia
113,2,62.0,2.0,1.72,43,36693.1705086272,624097.6253213035,4374406.672857161,620626.6536685411,4410759.967523739,Oroville,Magalia
114,2,64.0,1.0,1.4210526315789473,27,34491.7141732728,624203.7340168832,4374403.197165098,620516.5250905554,4408335.417853471,Oroville,Magalia
115,2,65.0,1.0,1.2142857142857142,17,33425.62378207184,623781.9078041691,4373985.316110212,620113.4560087792,4406812.303474419,Oroville,Magalia
116,2,67.0,1.0,2.05,41,36960.26290166871,623955.0785693759,4375328.872419889,619245.5136699935,4411993.9413755955,Oroville,Magalia
117,2,68.0,2.0,1.608695652173913,37,33586.23443724811,624490.24975455,4374268.810350226,619634.241982389,4407106.846574007,Oroville,Magalia
118,2,69.0,2.0,1.6818181818181819,37,34209.19778521236,626205.2616148997,4374032.509834263,614705.9287758498,4406356.023862267,Oroville,Butte Creek Canyon
119,2,74.0,1.0,1.3529411764705883,23,24014.5429699596,622605.0314889865,4375352.080616377,622427.9124595977,4399456.935952376,Oroville,Paradise
