,blockF,blockT,Trips_median,Trips_mean,Trips_sum,dist,x_f,y_f,x_t,y_t,placeF,placeT
527,15,21.0,7.0,7.153846153846154,279,12544.904580556027,585814.9095815937,4386870.983828372,584122.6177973115,4399495.30658726,Durham,Nord
528,15,22.0,4.0,7.9393939393939394,262,29667.46857695724,605314.8342216568,4382872.915417815,628487.4064226716,4373393.805416409,Durham,Oroville East
529,15,23.0,3.0,3.892857142857143,109,32294.455515903624,603957.2266455049,4387725.71538095,625494.567548633,4365084.506343109,Durham,Palermo
530,15,24.0,1.0,4.3125,69,38764.879000093235,604604.5573622161,4385378.584826262,637890.8015403633,4368984.628466181,Durham,Rackerby
531,15,25.0,7.0,8.205128205128204,320,5764.375315430183,584735.1943984277,4368082.288865813,585219.0887926712,4362370.703471651,Durham,Richvale
532,15,26.0,1.5,1.5,3,42313.566757149296,605395.554587735,4392897.326814557,641753.3377231308,4371321.420254573,Durham,Robinson Mill
533,15,27.0,1.0,1.1818181818181819,13,28203.89762065335,605278.73511807,4389508.122640472,625203.1682511923,4371186.882229626,Durham,South Oroville
534,15,28.0,1.0,1.0,2,35395.47532925651,605227.1770123641,4389765.863652712,625610.6789771458,4418702.907756002,Durham,Stirling City
535,15,29.0,6.0,6.833333333333333,246,13168.133233838234,610147.0858126266,4382076.433727215,613786.9461397817,4373215.686926315,Durham,Thermalito
536,15,30.0,1.0,1.3333333333333333,8,23031.71661917152,605430.8215102782,4389244.670001446,628357.6758760195,4396298.337175237,Butte Creek Canyon,Yankee Hill
537,15,32.0,2.0,2.0,26,19423.49745142151,604428.90837925,4390399.106754427,619751.8573041337,4402065.85560606,Durham,Paradise
538,15,33.0,1.5,2.1875,35,16244.816589946715,609300.4953511246,4389429.2839802,619511.1302906716,4401623.900126103,Durham,Paradise
539,15,34.0,1.0,2.588235294117647,44,19517.397836745815,604970.7714979205,4388281.215725189,618516.7786856121,4402322.887639204,Durham,Paradise
540,15,35.0,1.0,1.6666666666666667,10,18101.76680111818,605225.7325020861,4389935.315092297,618646.1261323448,4402860.924457846,Durham,Paradise
541,15,36.0,1.0,1.5714285714285714,22,21052.704272789386,599942.9185876739,4391444.17447201,617301.4850412192,4402920.660257067,Durham,Paradise
542,15,37.0,1.0,1.6785714285714286,47,15725.778743949017,609229.2005400853,4389744.870241798,618969.4582921476,4401678.463440278,Durham,Paradise
543,15,38.0,1.0,2.0606060606060606,68,15179.957051845213,609166.8518004365,4389744.870241798,618985.4745376321,4400664.123956699,Durham,Paradise
544,15,39.0,1.0,1.0,6,16626.657364098697,605693.1741331564,4389296.018759338,617054.9924145704,4400390.052672336,Durham,Paradise
545,15,40.0,1.0,1.0,9,18227.383492576955,603046.4289344503,4389744.870241798,620922.2748769217,4400397.030072943,Durham,Paradise
546,15,41.0,1.0,1.0,2,20253.001869271175,610104.0496415866,4389944.8157136785,621287.3229699812,4406702.613300827,Durham,Magalia
547,15,42.0,1.0,1.2,6,25319.27418225915,603234.0051669038,4389197.860034388,622435.922491006,4403741.795923886,Durham,Paradise
548,15,43.0,1.0,1.2857142857142858,9,16458.0068767025,605835.7611628583,4389765.863652712,616619.5621302908,4401587.567909063,Durham,Butte Creek Canyon
549,15,44.0,1.0,1.0,4,17384.154526643826,608489.1900844236,4391019.409347385,621721.1271255075,4400103.735198921,Durham,Paradise
550,15,46.0,1.0,1.380952380952381,29,15603.041826820638,609229.2005400853,4389744.870241798,619957.3785337594,4401043.767641707,Durham,Paradise
551,15,47.0,1.0,1.0,2,23388.90088952107,603430.1356114446,4388776.395196592,622261.9974544068,4402582.757518037,Durham,Paradise
552,15,48.0,1.0,1.0,2,30437.801366661835,593329.3333574084,4387238.210743986,618730.4434640761,4403957.775927908,Durham,Paradise
553,15,49.0,1.0,1.0,5,24006.93010888568,602954.622644227,4389184.558494804,620775.5432756857,4404999.487698622,Butte Creek Canyon,Paradise
554,15,50.0,1.0,1.0,2,17771.085976640632,606096.4465135243,4392326.567573709,619566.0338814699,4403852.368068617,Durham,Paradise
555,15,51.0,1.0,1.0,3,19209.792000854395,603155.5329293765,4392208.045177953,617966.4802015447,4403345.541471134,Durham,Paradise
556,15,52.0,1.0,1.0,9,19605.205439701454,605396.4557819661,4389004.706278489,620829.3925097741,4403403.103262019,Durham,Paradise
557,15,53.0,1.0,1.0,1,24260.223634780818,604691.7182057792,4387193.434898461,621106.4971915297,4405057.182592004,Durham,Paradise
558,15,54.0,1.0,1.0,2,21804.10886995982,602503.4365118844,4391823.505120361,621587.9517538087,4401487.950358089,Durham,Paradise
559,15,55.0,1.0,1.0,1,16852.877621274485,609229.4282175552,4389744.851755081,621044.1338642569,4401762.847203551,Durham,Paradise
560,15,56.0,1.0,1.4736842105263157,28,16173.441051394822,609229.2005400853,4389744.870241798,620303.590375678,4401396.883115792,Durham,Paradise
561,15,57.0,2.0,3.7777777777777777,102,12218.02170536078,605881.363362868,4393179.916554892,616906.0045542853,4398446.541754503,Durham,Paradise
562,15,60.0,1.0,1.0,4,21477.027004397507,607987.566712956,4394519.310086917,620981.4556954266,4411626.24339885,Butte Creek Canyon,Magalia
563,15,61.0,1.0,1.0,8,25892.051428830087,603537.1228237154,4389256.86598007,619411.3602135354,4409711.863278648,Butte Creek Canyon,Magalia
564,15,62.0,1.0,1.0,4,23905.615129199876,606982.043357545,4391757.988001542,620678.2386745985,4410388.963629352,Durham,Magalia
565,15,64.0,1.0,1.375,11,21870.036034819517,602781.2491264895,4394918.602977119,620059.2566336001,4409031.154682238,Durham,Magalia
566,15,65.0,1.0,1.0,2,35214.98022124666,591864.9548031176,4385140.344986495,619894.2352471824,4406067.855095599,Durham,Magalia
567,15,67.0,1.0,1.0,1,27405.72359618195,603466.6511889179,4389586.536844028,619245.6442033998,4411994.059359453,Durham,Magalia
568,15,68.0,1.0,1.0909090909090908,12,27645.895386381195,598122.0100408503,4388431.590987958,619783.7698184834,4407463.75778644,Durham,Magalia
569,15,69.0,1.0,1.1818181818181819,13,22203.558253056377,603136.7724149638,4389221.757010575,618056.882940324,4410476.404336156,Durham,Butte Creek Canyon
570,15,74.0,1.0,1.0,2,18794.80606464319,606020.3481034336,4391070.95199102,622500.3847009734,4400092.884486181,Durham,Paradise
571,15,76.0,1.0,1.5333333333333334,23,13682.154904014538,605780.2982692254,4391421.886169398,615516.947488947,4400203.304044006,Durham,Paradise
572,16,1.0,1.5,1.9,19,56914.26976543054,651084.7129969199,4376069.671106061,599389.0578907081,4399876.666396591,Forbestown,Chico
573,16,2.0,1.0,2.736842105263158,52,23676.49073293007,648049.3051703143,4375428.313665909,624925.4732173551,4373972.248567436,Forbestown,Oroville
574,16,4.0,1.0,1.0,1,41246.23448402565,653007.287219122,4372352.916221447,612434.5354508273,4364929.731388805,Forbestown,Biggs
575,16,6.0,1.0,1.0769230769230769,14,14214.787044993522,653276.055654856,4371367.228072676,648900.3581507701,4357842.67846512,Forbestown,Bangor
576,16,7.0,1.0,1.2307692307692308,16,8315.84945958111,643611.0910271602,4378421.689599066,641818.2948594524,4380818.560458392,Forbestown,Berry Creek
577,16,10.0,2.0,2.2857142857142856,16,21552.66462776372,642192.6480980241,4378570.268556837,622328.6544001574,4384930.895904737,Forbestown,Butte Valley
578,16,12.0,2.0,2.8636363636363638,63,3531.1840310683433,653242.6879623932,4377595.8639312,656724.6998182252,4377008.621138892,Forbestown,Clipper Mills
