shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5200535368951,-121.46673390071,118,12919.59
a061b7c9-a982-4126-a947-0545122b74f0,39.7656687954467,-121.616938955601,106,25540.66
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.5251121833987,-121.570637319722,65,38351.14
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7119857199183,-121.775411920274,44,8134.34
54a78abd-2c84-4d23-a717-20564082d91f,39.7378301464218,-121.835779061066,46,9078.27
54a78abd-2c84-4d23-a717-20564082d91f,39.7318018813015,-121.838164886127,65,9841.32
fcfa48d8-d759-47e3-bd17-3d7937303290,39.7282533185633,-121.839638760068,3,421.75
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7128601201093,-121.77729349001,43,7947.95
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5258618608631,-121.481219171358,169,16301.11
a2cc107b-734c-430e-894d-a87f707e5c44,39.7433622028448,-121.839335670432,14,2038.05
1160e7f5-83e7-4a33-809e-ad8e686a4830,39.7483363597594,-121.853407880867,20,4611.53
1404dddd-568d-46ca-951f-c22c0bd473de,39.7664385894798,-121.614840126922,95,15194.16
2efc9538-26b4-44f9-b121-1b6bcd82e3c1,39.5068517033369,-121.551287862735,32,7084.73
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8400866890005,-121.597619002916,161,18021.51
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8326462407497,-121.610822177578,224,44267.62
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.5825101186341,-121.623207278443,47,29716.71
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8041008296073,-121.578744296953,232,25907.52
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.6192188333999,-121.688988458454,38,22716.9
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4955072996323,-121.530523540409,64,38532.39
a061b7c9-a982-4126-a947-0545122b74f0,39.7614014006496,-121.605461782543,126,30788.2
87e56497-5d97-4b51-ad22-c860b34e4d84,39.7651605168081,-121.843522598953,49,7095.12
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7270101146108,-121.807414699043,100,30056.2
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7272461490182,-121.801586258506,25,4524.01
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.4538190635335,-121.549370083175,52,13601.04
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5078347329995,-121.548749151751,268,24350.67
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7616495049983,-121.622593052542,102,24884.89
54a78abd-2c84-4d23-a717-20564082d91f,39.7497606128312,-121.844006737709,40,7576.66
09cb0ed0-e47d-416c-8684-561889fc748e,39.731072320406,-121.678328018089,63,18151.06
1404dddd-568d-46ca-951f-c22c0bd473de,39.820525337489,-121.60145590314,22,3555.42
212cd3eb-1c3a-4e8d-8718-64d7bdf01fe6,39.6606173909078,-121.805125433512,50,48735.06
1404dddd-568d-46ca-951f-c22c0bd473de,39.8355430266585,-121.597518420072,12,1714.59
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8183902989859,-121.592394059443,172,35243.15
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8365998170733,-121.610677338283,124,14121.23
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7132329471846,-121.785604315138,38,7223.92
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7610983110129,-121.824277748124,32,8267.08
378658c7-d621-49d3-a536-be3549c73c51,39.36490382939,-121.706184101473,12,6532.4
00714925-950e-42d8-8c4e-7c06b7206a17,39.7349615237094,-121.835757603392,36,8485.93
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7272971109925,-121.827497740239,346,55346.13
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8488172798644,-121.608408189321,100,11875.69
69fc44c8-fcb1-4089-b1ea-0b466b672caa,39.7563870105974,-121.862102261907,11,1773.41
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5072406236673,-121.546455862907,262,24052.02
00a995e2-737b-4755-ab14-4d39b63a9763,39.7262658015648,-121.835728099092,67,41715.99
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.727688713532,-121.840652635136,2,313.28
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.826388646745,-121.596984660446,63,7850.2
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7415919447894,-121.663582573151,56,14187.91
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.4125787563669,-121.71295399743,65,57959.14
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8006568730269,-121.580845807841,194,23225.37
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7937971230624,-121.584653203765,247,27317.99
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.813933808442,-121.591964905975,61,7139.52
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7284906940753,-121.830173243891,8,1541.73
378658c7-d621-49d3-a536-be3549c73c51,39.4669471363394,-121.525529266925,64,35190.72
378658c7-d621-49d3-a536-be3549c73c51,39.3632059909824,-121.68797592449,19,8553.35
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8312488097697,-121.596243029609,68,8404.57
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7273225919797,-121.84481676488,37,8432.48
a2cc107b-734c-430e-894d-a87f707e5c44,39.7959549603436,-121.844450643328,48,8945.32
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.504650950709,-121.507958114622,44,5492.07
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4988976120292,-121.537717225416,67,39280.54
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7607965624807,-121.848349234363,13,2382.62
0e40d707-7e0b-4784-b733-861896224e27,39.754646256843,-121.838563194189,5,981.95
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5009293854791,-121.532497646361,23,3220.21
54a78abd-2c84-4d23-a717-20564082d91f,39.7983367620907,-121.847307196099,4,1124.34
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8074240867748,-121.579428260292,30,4242.05
079c8d68-a67c-42d7-a7b8-79fb63be47b8,39.7355797729242,-121.841835489382,8,1085.79
22589d27-2567-49e7-a040-78f5e47951e8,39.7316087622409,-121.839402725661,51,8244.57
0e40d707-7e0b-4784-b733-861896224e27,39.7582806502748,-121.815245408728,16,4011.02
1160e7f5-83e7-4a33-809e-ad8e686a4830,39.727757109866,-121.842343768021,33,7296.36
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5042928757842,-121.463442830053,96,10629.11
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.7809198368144,-121.58891121083,5,1737.11
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.6460771349714,-121.725344462713,33,17854.5
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.813527453752,-121.591679250698,162,34304.01
a061b7c9-a982-4126-a947-0545122b74f0,39.7313284713822,-121.682846199444,66,17751.36
a061b7c9-a982-4126-a947-0545122b74f0,39.7420506025583,-121.653540382,82,20750.52
1eeb6500-639e-4062-b75f-03b12e8ff29c,39.729099555558,-121.842156013379,1,58.68
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7029305817443,-121.770590649282,48,9228.57
15509f20-68de-4d4e-9b0a-3630902dc958,39.5078441207316,-121.548746469542,14,2672.27
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7384376667999,-121.803349811038,7,2438.43
00a995e2-737b-4755-ab14-4d39b63a9763,39.5140815981675,-121.555434558119,6,1468.65
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4667419473375,-121.520127297647,34,7600.3
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.7123357482156,-121.798385041856,20,6559.97
a061b7c9-a982-4126-a947-0545122b74f0,39.7503547221634,-121.631917752738,94,22970.58
1eeb6500-639e-4062-b75f-03b12e8ff29c,39.7368819854785,-121.81793834674,12,3726.4
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8498740702792,-121.593014990867,176,39308.42
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7290204303873,-121.840535959037,60,8570.76
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7432361390135,-121.652372279905,82,20926.19
1404dddd-568d-46ca-951f-c22c0bd473de,39.726736529275,-121.687790852057,140,24341.71
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7320218224538,-121.838002612472,55,7958.21
53960092-ceb5-4892-b747-5a7cf3ae42a8,39.7651605168081,-121.843522598953,45,7090.05
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5194540631446,-121.56157413492,42,10327.44
c26110d2-beda-4efb-b1c8-d1f52fffaace,39.7553945932027,-121.849439552393,27,6761.49
c3ee2181-848a-44c8-9802-c5526e09c745,39.7995947181937,-121.849006375611,43,10765.94
9911166a-0d90-4877-8adf-ddc098ddc482,39.7289775150405,-121.848518213541,9,1566.16
1404dddd-568d-46ca-951f-c22c0bd473de,39.7668261687056,-121.614129341491,94,15119.72
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7667282680707,-121.60100260979,16,3518.79
1404dddd-568d-46ca-951f-c22c0bd473de,39.7227266265587,-121.822932620223,189,38901.39
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8141698428494,-121.579409484828,37,5032.24
44bdccdb-8f88-42a9-ae82-b11fccd1ddc8,39.7328492839842,-121.857716849906,14,2018.4
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.5240822150756,-121.564261708514,68,39013.67
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.7342252572909,-121.81673671703,16,3640.42
1404dddd-568d-46ca-951f-c22c0bd473de,39.7270557121668,-121.807263154224,179,37358.01
a061b7c9-a982-4126-a947-0545122b74f0,39.7546435746338,-121.624646283665,97,23917.19
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5071467463462,-121.460921553428,103,11360.15
09cb0ed0-e47d-416c-8684-561889fc748e,39.7453792241442,-121.648049899819,72,21363.02
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5128424175288,-121.463554141733,109,12040.23
fcfa48d8-d759-47e3-bd17-3d7937303290,39.7181024979414,-121.795323300083,27,7198.64
fcfa48d8-d759-47e3-bd17-3d7937303290,39.7272971109925,-121.806433010485,19,5251.27
1404dddd-568d-46ca-951f-c22c0bd473de,39.7874322406907,-121.586013083816,77,11221.41
09cb0ed0-e47d-416c-8684-561889fc748e,39.7482317536015,-121.634606667436,80,22646.11
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.480462788371,-121.535399796689,24,5129.78
09cb0ed0-e47d-416c-8684-561889fc748e,39.7434855844668,-121.651994088411,70,20965.7
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7459545580122,-121.640927293356,286,36287.41
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8028898121649,-121.579150651643,34,4513.71
15509f20-68de-4d4e-9b0a-3630902dc958,39.7194208037508,-121.801441419211,64,38517.35
33a280a0-40ac-4346-b3bc-84f846fb0326,39.7980350135586,-121.85214590145,8,2153.18
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7052600804126,-121.734183683049,42,11671.3
c26110d2-beda-4efb-b1c8-d1f52fffaace,39.7518916280205,-121.852454355505,34,7667.74
fcfa48d8-d759-47e3-bd17-3d7937303290,39.5181344162306,-121.549871656291,64,40643.08
fcfa48d8-d759-47e3-bd17-3d7937303290,39.5319840033045,-121.569274757461,48,37528.38
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.505739927634,-121.544100883251,8,1394.95
1404dddd-568d-46ca-951f-c22c0bd473de,39.7112521357091,-121.717572761629,144,27416.44
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.7181534599157,-121.799824047078,47,35499.39
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.5208809984256,-121.554187330853,65,41282.03
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.3892100089318,-121.716057313446,90,40722.57
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.4665206650806,-121.52348140022,44,10037.36
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7608609355009,-121.845750173673,12,2160.49
87e56497-5d97-4b51-ad22-c860b34e4d84,39.7431060518686,-121.839146574685,13,1953.66
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.7231302990395,-121.801398503864,50,36115.07
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.7282613651908,-121.810665536563,55,37426.26
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.5861324421246,-121.6888556891,45,25758.77
00a995e2-737b-4755-ab14-4d39b63a9763,39.7148074039702,-121.795262950376,45,35775.94
fe693bb8-ad93-4b61-9adb-c41827a61920,39.3884992235004,-121.707667363147,74,37874.22
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.7265004948676,-121.837627103187,4,680.05
ed1f1788-4731-4215-a74c-1d0155791447,39.7530181558739,-121.867493502348,31,6499.64
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.5298798102069,-121.568861697248,37,35495.7
e50c5922-bec5-41d0-871c-ef84122731c3,39.7346262475625,-121.853068581406,12,1579.35
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8185136806079,-121.590249633208,154,19616.32
fe693bb8-ad93-4b61-9adb-c41827a61920,39.5047568979714,-121.549595388746,2,311.52
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7300731974884,-121.80436770942,4,1036.72
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.4895903461927,-121.55128920384,14,2111.69
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4964594838893,-121.531294675547,18,3030.94
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8136401065374,-121.586160605321,157,33758.9
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8145185300421,-121.590126251586,64,7370.06
00a995e2-737b-4755-ab14-4d39b63a9763,39.5240741684481,-121.570682917278,25,5230.88
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5240768506573,-121.569048110786,60,13383.64
0e40d707-7e0b-4784-b733-861896224e27,39.7284182744276,-121.843204757166,47,9098.16
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7585354601464,-121.849328240712,17,2722.88
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7349682292323,-121.672681967776,296,39410.65
56600f76-e3f1-4641-88b5-7d5034aa571b,39.7360545239481,-121.869238279416,22,3536.82
c7d1e69b-3a5f-410b-9d03-16707a8cbbd6,39.7554536018046,-121.849416753615,24,4112.72
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5038664045254,-121.501850724331,207,19737.85
1404dddd-568d-46ca-951f-c22c0bd473de,39.8464515713723,-121.602064764623,3,343.81
a061b7c9-a982-4126-a947-0545122b74f0,39.7771593795514,-121.591141467758,119,28645.3
212cd3eb-1c3a-4e8d-8718-64d7bdf01fe6,39.7284236388459,-121.843100151008,74,58548.62
00714925-950e-42d8-8c4e-7c06b7206a17,39.7328962226448,-121.837660630802,45,8797.02
c3ee2181-848a-44c8-9802-c5526e09c745,39.7951932129379,-121.8441502359,30,7944.75
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5132299967545,-121.545082571809,78,16117.25
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.5836433520104,-121.62446925786,39,29648.19
fe693bb8-ad93-4b61-9adb-c41827a61920,39.5077059869591,-121.54693329614,6,1062.43
09cb0ed0-e47d-416c-8684-561889fc748e,39.7314438063767,-121.681682120662,61,17860.92
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.3669664482454,-121.688717555327,18,8058.77
a061b7c9-a982-4126-a947-0545122b74f0,39.7256904676968,-121.828046252015,10,1908.16
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.6465317694266,-121.800285387056,27,11365.26
c7d1e69b-3a5f-410b-9d03-16707a8cbbd6,39.7521330268462,-121.846869996004,21,3679.72
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7460242954507,-121.642020293595,9,2245.44
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.4354673883597,-121.551440748658,54,15682.75
bd241136-cf3e-4f9c-861f-c8a5bb9f65bf,39.5161173949312,-121.549423727359,8,2033.3
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7261947230217,-121.688339363834,63,17006.2
15509f20-68de-4d4e-9b0a-3630902dc958,39.5169582675074,-121.54990652501,24,4950.46
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7735088928645,-121.610812789846,27,6985.56
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7194650602022,-121.801480311244,95,28660.45
69fc44c8-fcb1-4089-b1ea-0b466b672caa,39.7302743631765,-121.857388279282,29,6784.35
56600f76-e3f1-4641-88b5-7d5034aa571b,39.7272059158805,-121.845007201732,42,6610.19
a061b7c9-a982-4126-a947-0545122b74f0,39.741310312826,-121.662229398622,78,19970.28
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.7375190101575,-121.818083186035,12,3018.46
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7134528883369,-121.78613405145,58,16896.83
1404dddd-568d-46ca-951f-c22c0bd473de,39.8109055942837,-121.579524819823,57,8317.8
1160e7f5-83e7-4a33-809e-ad8e686a4830,39.756349459669,-121.860978416263,16,3510.41
d6ddc702-4047-4f91-abcd-ad9fe1e400df,39.7312734860941,-121.841380854927,2,402.05
fcfa48d8-d759-47e3-bd17-3d7937303290,39.7368819854785,-121.81793834674,11,2943.68
00a995e2-737b-4755-ab14-4d39b63a9763,39.7284236388459,-121.843100151008,71,42632.32
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.3723885340922,-121.706644100347,86,38142.35
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.7272957698879,-121.832218428386,7,1326.7
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7420170749436,-121.79180558275,10,3612.81
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.7249086037224,-121.835854162923,5,918.06
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.846663465897,-121.611832029333,105,12282.98
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.73157925794,-121.683272670703,63,16342.4
54a78abd-2c84-4d23-a717-20564082d91f,39.753417805041,-121.845335772356,33,7148.03
a2cc107b-734c-430e-894d-a87f707e5c44,39.7334541221532,-121.837114801235,5,775.05
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.4887065582697,-121.551167163322,36,7403.17
b1cd2d10-d852-4d85-a73b-9628cf1c610a,39.7273185686659,-121.806584555303,29,7183.31
eacd1e73-1bd3-4c75-a3f1-2cbeaad14180,39.7162692079704,-121.80721219225,32,7162.17
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8500336617252,-121.595901047939,93,12333.58
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8233926190968,-121.600053107742,177,20025.04
a061b7c9-a982-4126-a947-0545122b74f0,39.7665190557551,-121.614645666757,107,25758.13
35fa2ed4-7cb0-43c8-9061-0e57765df7f7,39.7207780015932,-121.849124392815,9,1426.63
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7465848771682,-121.636906661803,48,11786.09
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5047260525659,-121.521429510202,239,21565.51
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7579936538931,-121.848624160804,19,2811.33
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8151153215835,-121.583328192432,147,33461.23
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5012633205213,-121.571201924753,18,2679.61
378658c7-d621-49d3-a536-be3549c73c51,39.4761323616584,-121.530594618952,73,36399.9
