shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7271965281485,-121.806178200613,23,4131.53
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.731647654274,-121.681722353799,300,40354.9
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.7858993581473,-121.586474423794,214,25098.7
00a995e2-737b-4755-ab14-4d39b63a9763,39.7148476371078,-121.798753845617,44,35477.51
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7460457531241,-121.642096736556,90,21925.17
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.514587194597,-121.54751801774,74,15778.83
0e40d707-7e0b-4784-b733-861896224e27,39.7534929068978,-121.822888363772,23,4866.07
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8072336499234,-121.579453741279,181,22432.94
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.6770083711748,-121.758815751005,21,11742.31
a2cc107b-734c-430e-894d-a87f707e5c44,39.7349870046965,-121.835606058574,9,1033.71
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7832037379267,-121.587700193387,124,29232.69
eacd1e73-1bd3-4c75-a3f1-2cbeaad14180,39.7151574322675,-121.807185370158,31,7038.61
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8211918664689,-121.59328187068,175,35566.98
1160e7f5-83e7-4a33-809e-ad8e686a4830,39.7332730730339,-121.842939218458,26,6517.03
2efc9538-26b4-44f9-b121-1b6bcd82e3c1,39.4998752772734,-121.571496967763,18,3908.66
00a995e2-737b-4755-ab14-4d39b63a9763,39.7281822400202,-121.81057702366,56,38455.41
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.5047434869256,-121.549685242753,2,318.1
09cb0ed0-e47d-416c-8684-561889fc748e,39.7563333664139,-121.625909604186,87,24225.71
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.5258551553401,-121.561307255108,14,3586.85
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.816520799191,-121.606358981512,186,20994.74
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7288098769671,-121.82881068163,348,55549.35
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.5161173949312,-121.549423727359,7,2032.03
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.5298798102069,-121.568861697248,17,4449.87
2efc9538-26b4-44f9-b121-1b6bcd82e3c1,39.5041614475346,-121.566711906595,23,4732.55
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7126482255845,-121.776192443144,52,16026.76
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7614255405322,-121.60532364877,14,2820.51
a061b7c9-a982-4126-a947-0545122b74f0,39.702710640592,-121.756759837673,51,10443.39
05532bca-8de0-477e-ba14-73397276c0f6,39.7148261794344,-121.806679773729,8,2248.66
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8505084127491,-121.598006582141,198,39758.31
54a78abd-2c84-4d23-a717-20564082d91f,39.8073959235785,-121.849093547409,1,74.41
c3ee2181-848a-44c8-9802-c5526e09c745,39.7972303508061,-121.846440842536,45,11110.14
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7302783864903,-121.808232772841,7,1383.95
44bdccdb-8f88-42a9-ae82-b11fccd1ddc8,39.7369959793685,-121.857192478013,17,2654.82
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8523913235898,-121.600962376652,184,40162.79
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.4955086407369,-121.548619064606,41,8194.69
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7466251103058,-121.645295270997,86,21645.2
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8438498284727,-121.598422324563,159,17596.57
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5053094330615,-121.519509048433,32,4455.45
ed1f1788-4731-4215-a74c-1d0155791447,39.7511298806149,-121.87068935458,30,6155.3
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7133268245057,-121.785612361766,86,26844.08
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7138203509939,-121.787314223487,59,17005.66
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7413049484077,-121.66218514217,77,19984.35
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8523953469035,-121.601659751037,103,13001.09
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7094081169014,-121.723528607102,59,13450.79
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5118312246699,-121.485184817623,189,17988.43
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8154988774955,-121.580644642153,172,21437.78
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.5005055964294,-121.539177688311,12,2365.91
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7494320422072,-121.632954426584,95,22844.03
bd241136-cf3e-4f9c-861f-c8a5bb9f65bf,39.5234800591159,-121.557717118127,14,3179.63
1404dddd-568d-46ca-951f-c22c0bd473de,39.7138203509939,-121.787314223487,165,34324.38
00714925-950e-42d8-8c4e-7c06b7206a17,39.7320794899511,-121.837989201426,48,8893.1
54a78abd-2c84-4d23-a717-20564082d91f,39.7290056782368,-121.840483655958,71,10428.18
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7274768190072,-121.801436054792,1,483
53960092-ceb5-4892-b747-5a7cf3ae42a8,39.7287468450515,-121.842666974227,0,0
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5026191772592,-121.539020779074,16,2605.95
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.7164636681356,-121.795330005606,29,7330.62
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7776703403992,-121.600498354465,257,30035.51
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4668250958219,-121.52605095661,59,35214.89
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4995453655449,-121.538474949507,14,2311.66
1160e7f5-83e7-4a33-809e-ad8e686a4830,39.7322028715732,-121.842113098032,28,6670.51
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5007349253139,-121.533881666296,21,3098.91
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7550700458926,-121.8487985044,37,4923.87
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.7181024979414,-121.795323300083,29,7132.82
44bdccdb-8f88-42a9-ae82-b11fccd1ddc8,39.7359955153462,-121.85409854973,19,3043.36
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.5349947831031,-121.576404069448,33,34485.83
e50c5922-bec5-41d0-871c-ef84122731c3,39.7272381023907,-121.846650054851,26,4220.28
fcfa48d8-d759-47e3-bd17-3d7937303290,39.5170347104689,-121.549918594952,65,40765.35
09cb0ed0-e47d-416c-8684-561889fc748e,39.7019153655717,-121.768851236633,45,9417.38
c3ee2181-848a-44c8-9802-c5526e09c745,39.7433622028448,-121.839335670432,14,2038.05
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.5050465765623,-121.52028018357,26,4378.33
1eeb6500-639e-4062-b75f-03b12e8ff29c,39.7231302990395,-121.801398503864,39,9843.55
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7810646761098,-121.588877683215,123,28974.6
1eeb6500-639e-4062-b75f-03b12e8ff29c,39.7194905411893,-121.801488357871,37,9438.94
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7978325067659,-121.585152094671,134,30919.05
69fc44c8-fcb1-4089-b1ea-0b466b672caa,39.7287468450515,-121.842666974227,37,8534.85
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7821000088513,-121.60192663085,2,609.42
c3ee2181-848a-44c8-9802-c5526e09c745,39.733298554021,-121.837319990237,4,750.43
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5198067736511,-121.568821464111,39,9659.63
33a280a0-40ac-4346-b3bc-84f846fb0326,39.8073758070097,-121.851223221494,12,3602.6
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.7977828858961,-121.585227196528,200,23744.14
c7d1e69b-3a5f-410b-9d03-16707a8cbbd6,39.787083553498,-121.892625802316,40,9794.89
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7392879271083,-121.799533027383,8,2777.97
212cd3eb-1c3a-4e8d-8718-64d7bdf01fe6,39.6635101535028,-121.806332427641,52,49074.25
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7127970881937,-121.776537107023,81,26054.56
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.711957556722,-121.775130288311,51,15907.88
15509f20-68de-4d4e-9b0a-3630902dc958,39.5240795328664,-121.57262483672,41,8219.22
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7148851880363,-121.793139981815,35,6550.8
a061b7c9-a982-4126-a947-0545122b74f0,39.7543458494154,-121.607702768308,130,31603.08
fcfa48d8-d759-47e3-bd17-3d7937303290,39.5339084883874,-121.574509088666,45,37010.44
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8527011187494,-121.608341134092,195,41083.29
00714925-950e-42d8-8c4e-7c06b7206a17,39.7578421090747,-121.843867262832,13,5727.87
d6ddc702-4047-4f91-abcd-ad9fe1e400df,39.7698007386804,-121.833090146368,38,7940.43
53960092-ceb5-4892-b747-5a7cf3ae42a8,39.7512680143874,-121.850106081373,20,3532.25
1404dddd-568d-46ca-951f-c22c0bd473de,39.7134099729902,-121.785969095586,164,34200.69
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7227266265587,-121.822932620223,108,31591.24
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.7971378145896,-121.585577224825,201,23821.8
a2cc107b-734c-430e-894d-a87f707e5c44,39.8006850362232,-121.848971506892,53,9610.53
33a280a0-40ac-4346-b3bc-84f846fb0326,39.7972303508061,-121.846440842536,5,1457.48
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8256470159082,-121.597022211374,62,7767.73
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8151837179174,-121.579996888637,39,5156.13
00714925-950e-42d8-8c4e-7c06b7206a17,39.7338028093459,-121.836226989998,40,8633.27
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7417703116995,-121.653852859369,81,20719.31
00a995e2-737b-4755-ab14-4d39b63a9763,39.7193953227636,-121.801461535779,50,36741.03
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5066693131131,-121.556196305525,9,1055.16
22589d27-2567-49e7-a040-78f5e47951e8,39.7733385725819,-121.841005345643,4,401.04
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8400866890005,-121.597619002916,120,14919.98
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7988973438082,-121.584275012271,135,31059.08
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.4661505202145,-121.532130183705,49,10797.56
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4342375954531,-121.569107119388,37,26582.07
54a78abd-2c84-4d23-a717-20564082d91f,39.7326320250411,-121.837840338817,61,9742.88
d6ddc702-4047-4f91-abcd-ad9fe1e400df,39.7695177656125,-121.832195629608,39,8023.05
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8142167815099,-121.585036759677,44,5644.02
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4125197477651,-121.713371080957,4,342.7
a061b7c9-a982-4126-a947-0545122b74f0,39.7523985655545,-121.60777652906,131,31819.55
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.746673390071,-121.645390489423,53,12533.03
87e56497-5d97-4b51-ad22-c860b34e4d84,39.7350352844617,-121.835627516247,8,989
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.505479753344,-121.517375351034,29,4636.15
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.3649373570047,-121.706192148101,54,51716.73
212cd3eb-1c3a-4e8d-8718-64d7bdf01fe6,39.641043969455,-121.713726473673,34,39322.71
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8516403050208,-121.599959230421,204,39999.7
56600f76-e3f1-4641-88b5-7d5034aa571b,39.7351559838746,-121.869880668514,21,3422.88
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.7125637359955,-121.798784691023,33,8803.91
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7616039074423,-121.807243037656,27,6796.94
1404dddd-568d-46ca-951f-c22c0bd473de,39.731156809995,-121.679112564272,133,23308.03
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5038208069695,-121.501594573354,206,19715.31
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7781960533974,-121.590238904371,122,28635.3
22589d27-2567-49e7-a040-78f5e47951e8,39.7555407736028,-121.849718502147,31,4973.96
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.5146971651731,-121.547126415201,75,10643.09
378658c7-d621-49d3-a536-be3549c73c51,39.4669283608752,-121.525518538089,51,33575.21
1404dddd-568d-46ca-951f-c22c0bd473de,39.7277423577155,-121.827727069123,194,39675.15
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.843179276179,-121.593031084122,91,11342.37
a061b7c9-a982-4126-a947-0545122b74f0,39.7104340619107,-121.774139212021,46,8327.98
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.5298798102069,-121.568861697248,49,37778.87
87e56497-5d97-4b51-ad22-c860b34e4d84,39.773884402149,-121.843687554818,53,8064.63
c3ee2181-848a-44c8-9802-c5526e09c745,39.7739581629013,-121.843637933948,28,5584.58
d6ddc702-4047-4f91-abcd-ad9fe1e400df,39.7487279622989,-121.853621116496,12,2630.16
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4334557314787,-121.600825583984,48,17855.96
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.3645993986487,-121.607883817427,28,15545.56
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7189380060993,-121.702105802423,61,15579.81
c7d1e69b-3a5f-410b-9d03-16707a8cbbd6,39.7517883629673,-121.848321071167,20,3549.97
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4658621827282,-121.522011549593,31,6846.95
c7d1e69b-3a5f-410b-9d03-16707a8cbbd6,39.7445718791826,-121.850308588166,9,2075.39
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4535588892435,-121.549557837818,42,30173.28
fcfa48d8-d759-47e3-bd17-3d7937303290,39.5122201450002,-121.554558816824,69,41606.37
378658c7-d621-49d3-a536-be3549c73c51,39.5075262789444,-121.546830031087,98,42626.39
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.3884925179775,-121.714686704557,60,55005.14
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.7368819854785,-121.81793834674,59,38635.13
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.833103557414,-121.611697918874,223,44177.25
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.7935382898771,-121.584777926491,207,24236.1
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7137144037315,-121.7874349229,38,7061.59
e50c5922-bec5-41d0-871c-ef84122731c3,39.7272246913448,-121.846595069563,5,581.7
f6593b91-29f1-4874-83d7-c74fb9705ac3,39.7133026846232,-121.798669356028,42,34284.41
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.36490382939,-121.706184101473,13,6528.24
ed1f1788-4731-4215-a74c-1d0155791447,39.7343446155992,-121.865870765798,17,2942.95
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7547857317201,-121.791910188908,19,5121.58
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7145271131114,-121.789392935597,332,51334.41
bd241136-cf3e-4f9c-861f-c8a5bb9f65bf,39.5264063493256,-121.571749095425,22,4948.38
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8084352796337,-121.579424236979,31,4354.41
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7537477167695,-121.625169314454,97,23821.75
53960092-ceb5-4892-b747-5a7cf3ae42a8,39.7414994085729,-121.837991883635,11,1746.54
15509f20-68de-4d4e-9b0a-3630902dc958,39.6092302864331,-121.674012343527,50,21327.92
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4666360000751,-121.523681224804,37,7981.61
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.7252304688234,-121.810799647021,19,4803.55
a061b7c9-a982-4126-a947-0545122b74f0,39.774014489294,-121.610527134569,113,26678.06
1404dddd-568d-46ca-951f-c22c0bd473de,39.8062935356077,-121.579101030773,60,8834.11
1404dddd-568d-46ca-951f-c22c0bd473de,39.7277369932972,-121.842339744707,202,41437.83
00a995e2-737b-4755-ab14-4d39b63a9763,39.5056500736266,-121.550551596317,3,441.1
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.773929999705,-121.842856069973,4,440.48
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7093169217894,-121.723831696739,56,13421.43
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7133630343296,-121.785785364257,330,50999.92
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.4933521445603,-121.549580636596,10,1611.27
56600f76-e3f1-4641-88b5-7d5034aa571b,39.7343097468799,-121.852746716305,34,5464.98
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.5068463389186,-121.551274451689,48,9521.44
2efc9538-26b4-44f9-b121-1b6bcd82e3c1,39.4974854288987,-121.571923439021,16,3640.59
fe693bb8-ad93-4b61-9adb-c41827a61920,39.3650862196139,-121.647335091074,59,29646.41
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7110187835108,-121.774245159283,50,15779.01
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7249314025003,-121.816370595477,103,30884.61
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5065338615497,-121.460712341113,102,11289.72
87e56497-5d97-4b51-ad22-c860b34e4d84,39.7716984016716,-121.83843176594,67,8859.63
a6a96cb4-b761-4e23-b4fe-97a1ef758654,39.7693407398069,-121.82970519839,8,1024.7
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7298653262774,-121.807359713755,6,1296.35
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.4665917436237,-121.517673076253,51,34406.86
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5040125849254,-121.499719709141,201,19550.13
1404dddd-568d-46ca-951f-c22c0bd473de,39.7055283013301,-121.733232839896,147,28903.52
56600f76-e3f1-4641-88b5-7d5034aa571b,39.7282171087394,-121.842904349739,44,6857.96
212cd3eb-1c3a-4e8d-8718-64d7bdf01fe6,39.3880472712545,-121.706936461147,12,3957.71
bd241136-cf3e-4f9c-861f-c8a5bb9f65bf,39.5240473463564,-121.572603379047,26,5402.17
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.7249153092453,-121.835867573969,5,910.36
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7343902131552,-121.802960890708,15,2250.23
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.5328932722147,-121.572292242783,46,37201.77
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7191512417287,-121.701648485759,58,15625.03
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5054985288083,-121.518863977126,237,21329.35
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5054958465991,-121.518762053177,33,4522.76
a061b7c9-a982-4126-a947-0545122b74f0,39.745890184992,-121.641021170677,90,22008.85
a6a96cb4-b761-4e23-b4fe-97a1ef758654,39.7444364276192,-121.792850303224,31,6674.64
1404dddd-568d-46ca-951f-c22c0bd473de,39.7250145509848,-121.811833638658,181,37810.77
b1cd2d10-d852-4d85-a73b-9628cf1c610a,39.716215563787,-121.814847100666,15,3139.53
15509f20-68de-4d4e-9b0a-3630902dc958,39.6187682222586,-121.687717091305,52,22921
56600f76-e3f1-4641-88b5-7d5034aa571b,39.734280242579,-121.86587747132,23,3885.17
a061b7c9-a982-4126-a947-0545122b74f0,39.7708119315393,-121.597385650717,121,29529.54
c26110d2-beda-4efb-b1c8-d1f52fffaace,39.7332006533862,-121.842516770513,45,10205.99
b1cd2d10-d852-4d85-a73b-9628cf1c610a,39.7201932799931,-121.819511462421,13,2544.21
e50c5922-bec5-41d0-871c-ef84122731c3,39.7290190892827,-121.848539671215,7,841.34
00714925-950e-42d8-8c4e-7c06b7206a17,39.7967153666446,-121.845101079053,5,1384.98
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5177253793314,-121.464549241337,116,12600.12
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.5222073508625,-121.555846277228,48,37626.25
56600f76-e3f1-4641-88b5-7d5034aa571b,39.7310320872683,-121.865355781636,14,2579.25
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5317855198256,-121.471851555815,139,14688.6
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5039629640557,-121.510586679613,40,5248.6
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5055454674688,-121.517817915548,235,21239.26
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4538391801023,-121.549406292999,42,11525.73
1404dddd-568d-46ca-951f-c22c0bd473de,39.8126771934436,-121.578535084637,55,8102.51
09cb0ed0-e47d-416c-8684-561889fc748e,39.7248522773297,-121.812549788508,18,3517.72
5d05ad6b-ea94-46bc-a6a2-541988d9c112,39.7342359861276,-121.807013708771,12,1899.95
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8184533309015,-121.591374819957,69,7936.98
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7750149533161,-121.609672850947,114,26827.45
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8144836613228,-121.590960418639,155,34524.13
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.4119350261649,-121.71620483495,91,43247.81
2ebc22f4-10d9-463a-b188-0793aeca0b1b,39.3893441193905,-121.716098887688,7,3098.44
f3b7d3c1-ecf4-4b54-8dfe-386a768fe65b,39.5063112381882,-121.551730427249,5,654.67
05532bca-8de0-477e-ba14-73397276c0f6,39.7248039975646,-121.816692460578,19,3949.15
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8126624412932,-121.578468029408,35,4845.08
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.7266386286401,-121.801611739493,26,4591.78
a061b7c9-a982-4126-a947-0545122b74f0,39.7249662712196,-121.827049811307,11,2025.33
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.7207994592666,-121.825994361996,11,1876.82
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8156182358037,-121.581315194447,217,24496.85
c7d1e69b-3a5f-410b-9d03-16707a8cbbd6,39.7315752346262,-121.841733565434,3,448.68
a061b7c9-a982-4126-a947-0545122b74f0,39.7164636681356,-121.795330005606,32,6172.01
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.4766701445979,-121.548019590856,30,5808.79
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8149222025229,-121.583729182704,156,33507.17
0d584d8a-89cd-48b1-990d-bbf180a892d5,39.3804807591725,-121.61301220137,67,26403.35
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7464319912453,-121.646861681155,290,36807.75
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5042459371236,-121.5088579958,223,20441.94
00714925-950e-42d8-8c4e-7c06b7206a17,39.7345122536726,-121.835738827928,37,8535.88
eacd1e73-1bd3-4c75-a3f1-2cbeaad14180,39.7249005570949,-121.815473396508,15,2946.64
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.8125404007757,-121.588467305211,159,33996.31
1160e7f5-83e7-4a33-809e-ad8e686a4830,39.7733385725819,-121.841005345643,2,245.46
69fc44c8-fcb1-4089-b1ea-0b466b672caa,39.7248174086104,-121.848520895751,36,7870.81
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.5142398485088,-121.547249796823,73,10585.59
a2cc107b-734c-430e-894d-a87f707e5c44,39.7608528888734,-121.848833373119,38,4583.87
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8378980063139,-121.59765253053,172,37549.13
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.8137634881594,-121.591869687549,202,23442.75
09cb0ed0-e47d-416c-8684-561889fc748e,39.7705262762622,-121.612208879722,97,26278.93
efafb3d4-d49e-4af7-84c5-7fa56050c337,39.7918444747832,-121.590304618496,9,2092.65
87e56497-5d97-4b51-ad22-c860b34e4d84,39.7522108109123,-121.847088596051,19,3255.92
eacd1e73-1bd3-4c75-a3f1-2cbeaad14180,39.7265004948676,-121.837627103187,3,556.17
1404dddd-568d-46ca-951f-c22c0bd473de,39.7222049368742,-121.822101135379,188,38809.68
0d8c11a9-8a47-4d09-b96e-f363c4bf8e27,39.7527311594922,-121.850874534301,33,4492.39
c26110d2-beda-4efb-b1c8-d1f52fffaace,39.7336257835404,-121.842881550961,43,10130.15
22589d27-2567-49e7-a040-78f5e47951e8,39.7304634589233,-121.842166742216,53,8519.54
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.6598797833848,-121.736346884748,22,14447.16
378658c7-d621-49d3-a536-be3549c73c51,39.3859685591441,-121.611409581388,33,18023.56
7af1278e-ec92-4d55-b4fd-a0d3190aabb0,39.7546435746338,-121.624646283665,0,0
55ab2af5-b42c-44a0-bded-8d1c25b0caca,39.4795696127158,-121.548250260845,20,3300.29
54a78abd-2c84-4d23-a717-20564082d91f,39.7350460132984,-121.835698594791,50,9388
b0ba2fa3-6eaf-42cb-9911-de9c7d1f66ea,39.8481923251267,-121.608722007794,198,41589.5
e49f761f-c3a8-4c3d-a114-b2c5f4b37916,39.3649386981093,-121.703696352464,53,51502.32
8d97e10e-b4dc-4e3c-abae-faa93024d619,39.7266386286401,-121.801611739493,23,5721.52
b0ce437c-cbf7-43e4-a7e5-af00b9d50006,39.7284906940753,-121.830173243891,8,1542.65
90dd1f4e-d268-4bbe-a6ad-0e5ef89135a3,39.7265004948676,-121.837627103187,4,684.51
795efe17-6ac1-493a-a6f8-c755fd9d9078,39.7736215456499,-121.836520691903,44,10489.79
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.5108294195431,-121.533756943569,89,12746.44
53960092-ceb5-4892-b747-5a7cf3ae42a8,39.7522738428279,-121.845299562532,16,3099.17
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5040796401548,-121.502479702382,64,6550.64
e50c5922-bec5-41d0-871c-ef84122731c3,39.7275519208641,-121.846914252455,6,627.16
dec6b8cc-1354-44f2-becc-49ba70af0cbf,39.8401765430079,-121.597561335418,88,10582.49
cd6ba7ba-af8d-4dee-be57-99f83bb203da,39.5027211012078,-121.539102586454,64,8984.95
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5123140223213,-121.479332237204,87,8859.59
198c5e1d-9ecc-4c83-ae51-8a8dd70ac89d,39.7092297499913,-121.77337880572,49,15566.87
09cb0ed0-e47d-416c-8684-561889fc748e,39.7249662712196,-121.827049811307,11,2023.72
fe693bb8-ad93-4b61-9adb-c41827a61920,39.4354673883597,-121.551440748658,44,13608.25
7eb06e28-39c2-4bd3-b1dd-c1009af1b5d3,39.5007805228699,-121.534458341268,20,3049.21
54a78abd-2c84-4d23-a717-20564082d91f,39.7967153666446,-121.845101079053,5,1384.98
05532bca-8de0-477e-ba14-73397276c0f6,39.7283579247211,-121.843202074957,34,6993.6
136f0114-9e2e-4a6e-9624-27eaa3c758ac,39.7336056669716,-121.815863657943,16,3759.95
1404dddd-568d-46ca-951f-c22c0bd473de,39.7289118009157,-121.828946133193,195,39841.7
