service_id,date,exception_type
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240418,1
7348599d-9762-4e07-8865-dbda2e1be232,20240202,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240526,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240317,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240320,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240218,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240504,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240606,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240618,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240406,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240621,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240619,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240620,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240603,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240324,1
7348599d-9762-4e07-8865-dbda2e1be232,20240216,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240502,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240604,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240325,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240217,1
7348599d-9762-4e07-8865-dbda2e1be232,20240503,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240605,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240326,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240205,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240529,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240314,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240422,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240206,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240530,1
7348599d-9762-4e07-8865-dbda2e1be232,20240315,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240228,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240423,1
7348599d-9762-4e07-8865-dbda2e1be232,20240329,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240221,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240507,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240611,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240524,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240309,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240417,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240131,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240525,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240310,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240608,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240331,1
7348599d-9762-4e07-8865-dbda2e1be232,20240223,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240509,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240401,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240224,1
7348599d-9762-4e07-8865-dbda2e1be232,20240510,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240318,1
7348599d-9762-4e07-8865-dbda2e1be232,20240426,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240210,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240615,1
bc94e383-9f5f-47c3-98b2-7a6b9cff4022,20240319,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240410,1
1a98c027-1112-406c-96fa-6fcf3ef02430,20240518,1
5a6dfc6c-e45f-4984-aa2b-38093a0ee85f,20240303,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240125,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240411,1
7348599d-9762-4e07-8865-dbda2e1be232,20240308,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240215,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240416,1
d5427f99-901d-4e1c-b945-ee7b535e90ab,20240124,1
6e44ac42-75aa-4406-bbe1-4e5407437a97,20231223,1
a8643c7f-df39-4ddf-bb87-371bdaa9efea,20240119,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240111,1
6e44ac42-75aa-4406-bbe1-4e5407437a97,20240113,1
6e44ac42-75aa-4406-bbe1-4e5407437a97,20240120,1
a8643c7f-df39-4ddf-bb87-371bdaa9efea,20231222,1
c8294a4a-efdb-4747-9634-6b476d53e174,20231228,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240104,1
4a1e774e-e556-4c06-ab30-bccb0f5c9a4d,20240107,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240102,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240117,1
4a1e774e-e556-4c06-ab30-bccb0f5c9a4d,20231224,1
a8643c7f-df39-4ddf-bb87-371bdaa9efea,20240112,1
a8643c7f-df39-4ddf-bb87-371bdaa9efea,20231229,1
4a1e774e-e556-4c06-ab30-bccb0f5c9a4d,20240114,1
c8294a4a-efdb-4747-9634-6b476d53e174,20231219,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240108,1
c8294a4a-efdb-4747-9634-6b476d53e174,20231227,1
a8643c7f-df39-4ddf-bb87-371bdaa9efea,20240105,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240118,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240109,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240110,1
c8294a4a-efdb-4747-9634-6b476d53e174,20231221,1
e0fca707-fd70-4c23-a43c-60f8a64ff426,20231225,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240115,1
6e44ac42-75aa-4406-bbe1-4e5407437a97,20240106,1
c8294a4a-efdb-4747-9634-6b476d53e174,20231220,1
6e44ac42-75aa-4406-bbe1-4e5407437a97,20231230,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240116,1
c8294a4a-efdb-4747-9634-6b476d53e174,20240103,1
c8294a4a-efdb-4747-9634-6b476d53e174,20231226,1
4a1e774e-e556-4c06-ab30-bccb0f5c9a4d,20231231,1
e0fca707-fd70-4c23-a43c-60f8a64ff426,20240101,1
